C0,C1,C2,C3,C4,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
-892,-2717,2349,19087,29854,9,65508,0.0375568613415922,72.4094639434049,NaN,NaN,NaN,0
-451,-2640,775,19037,32127,9,65569,0.0376455530271974,72.4089311751414,NaN,NaN,NaN,0
-910,-2699,2397,19086,29770,9,65518,0.0377048578357839,72.409772168572,NaN,NaN,NaN,0
-914,-2705,2373,19089,29807,9,65493,0.0377892315451374,72.0477538544867,NaN,NaN,NaN,0
-475,-2674,693,19089,32325,9,65591,0.0204199896834349,70.1169507933663,NaN,NaN,NaN,0
-952,-2680,2413,19053,29798,9,65466,0.03817258209396,72.3869233207957,NaN,NaN,NaN,0
-455,-2708,762,19084,32120,9,65486,0.0383278757160555,71.5304556704899,NaN,NaN,NaN,0
-913,-2708,2492,19087,29627,9,65543,0.0386047616336626,72.4110367731464,NaN,NaN,NaN,0
-942,-2685,2412,19054,29796,9,65474,0.0386366503736752,72.2440768146221,NaN,NaN,NaN,0
-919,-2765,2403,19111,29773,9,65433,0.0386503849170069,72.4099357096388,NaN,NaN,NaN,0
-470,-2708,801,19079,32070,9,65474,0.0389444750517248,72.4093981093746,NaN,NaN,NaN,0
-933,-2636,2420,19031,29774,9,65538,0.0390570772192346,72.4114748187381,NaN,NaN,NaN,0
-875,-2743,2319,19102,29879,9,65485,0.0391780359876694,72.4109388676678,NaN,NaN,NaN,0
-945,-2662,2386,19047,29823,9,65475,0.0391875278813336,71.6096012175343,NaN,NaN,NaN,0
-929,-2843,2186,19258,30268,9,65612,0.0268403611328184,70.3762874285399,NaN,NaN,NaN,0
-480,-2747,773,19140,32251,9,65623,0.0180758645462692,69.9328561117847,NaN,NaN,NaN,0
-891,-2708,2268,19083,29960,9,65464,0.0395408629287239,72.4111207129252,NaN,NaN,NaN,0
-898,-2775,2286,19191,30046,9,65654,0.0245172040115671,70.2441815396294,NaN,NaN,NaN,0
-949,-2666,2408,19042,29799,9,65469,0.0398541211081391,71.9471191240241,NaN,NaN,NaN,0
-867,-2658,2330,19047,29876,9,65580,0.0398701891543533,72.412647759121,NaN,NaN,NaN,0
-969,-2727,2303,19113,30048,9,65488,0.0190981229504682,69.9505964869564,NaN,NaN,NaN,0
-473,-2827,837,19189,32060,9,65512,0.0212452451007108,70.0486063923208,NaN,NaN,NaN,0
-931,-2645,2418,19065,29854,9,65668,0.0231140805084376,70.1215647344546,NaN,NaN,NaN,0
-471,-2660,748,19042,32160,9,65478,0.0407336238130528,72.0129217715402,NaN,NaN,NaN,0
-920,-2698,2329,19059,29900,9,65440,0.0410436066675483,72.4125585619453,NaN,NaN,NaN,0
-931,-2726,2429,19115,29745,9,65519,0.0317222370884883,70.4885213366421,NaN,NaN,NaN,0
-933,-2729,2352,19100,29942,9,65522,0.0253284107418929,70.1662830784213,NaN,NaN,NaN,0
-951,-2765,2455,19127,29698,9,65430,0.035456321823234,70.6497418285364,NaN,NaN,NaN,0
-964,-2690,2447,19110,29861,9,65667,0.0251711908702456,70.1327632184313,NaN,NaN,NaN,0
-884,-2718,2427,19083,29703,9,65519,0.0426759799725653,72.4151094369892,NaN,NaN,NaN,0
-496,-2728,724,19115,32295,9,65525,0.0194320785457736,69.8304965236769,NaN,NaN,NaN,0
-918,-2678,2426,19056,29725,9,65497,0.042873774293948,72.4151482219344,NaN,NaN,NaN,0
-916,-2748,2421,19093,29730,9,65430,0.0428769054678497,72.4144605273292,NaN,NaN,NaN,0
-447,-2667,876,19039,31955,9,65557,0.0429135968429463,71.1779057141573,NaN,NaN,NaN,0
-387,-2740,608,19098,32347,9,65505,0.0371322530360032,70.7104427917232,NaN,NaN,NaN,0
-917,-2674,2464,19096,29701,9,65639,0.0281233401029345,70.2482239700055,NaN,NaN,NaN,0
-442,-2609,787,19011,32083,9,65577,0.0431628640750588,72.4149482662147,NaN,NaN,NaN,0
-885,-2688,2318,19045,29906,9,65486,0.0432818078776758,72.0058450362791,NaN,NaN,NaN,0
-455,-2689,892,19069,31960,9,65594,0.0347987864215718,70.5709303789798,NaN,NaN,NaN,0
-469,-2767,723,19124,32275,9,65497,0.0239209756565521,70.0173885286622,NaN,NaN,NaN,0
-915,-2744,2449,19111,29741,9,65543,0.0309236089006896,70.3600756370028,NaN,NaN,NaN,0
-886,-2731,2373,19083,29789,9,65467,0.0438337693726434,72.4158069974665,NaN,NaN,NaN,0
-893,-2656,2390,19029,29794,9,65534,0.0438757148006237,72.4165533646436,NaN,NaN,NaN,0
-470,-2720,827,19063,32034,9,65434,0.0439491038754348,72.1088547547904,NaN,NaN,NaN,0
-912,-2628,2462,19030,29660,9,65564,0.0441008571988045,72.4171611315706,NaN,NaN,NaN,0
-465,-2713,864,19064,31975,9,65475,0.0430220366520851,70.9308612265672,NaN,NaN,NaN,0
-905,-2811,2370,19176,29860,9,65520,0.0231171961735191,69.9156607958786,NaN,NaN,NaN,0
-938,-2708,2453,19077,29664,9,65432,0.0449018658796843,71.6353622786252,NaN,NaN,NaN,0
-962,-2799,2359,19175,30018,9,65564,0.0170317460498576,69.6009468446482,NaN,NaN,NaN,0
-911,-2614,2328,19015,29913,9,65549,0.0394056613525829,70.7185122255798,NaN,NaN,NaN,0
-937,-2652,2392,19025,29795,9,65451,0.0455045804019887,72.4175266409883,NaN,NaN,NaN,0
-903,-2757,2242,19151,30055,9,65521,0.0222062719380889,69.822089329558,NaN,NaN,NaN,0
-494,-2781,826,19161,32085,9,65509,0.0220244529174714,69.8094682665834,NaN,NaN,NaN,0
-455,-2673,888,19049,31903,9,65521,0.0459544415796121,72.4174406667248,NaN,NaN,NaN,0
-943,-2663,2578,19066,29493,9,65569,0.0397314010248652,70.6852102924551,NaN,NaN,NaN,0
-959,-2715,2339,19102,29985,9,65519,0.0210152065232828,69.7478820204581,NaN,NaN,NaN,0
-916,-2704,2330,19088,29973,9,65569,0.0247759979491799,69.9304243014296,NaN,NaN,NaN,0
-442,-2814,721,19198,32293,9,65619,0.0181071326304344,69.5914174611026,NaN,NaN,NaN,0
-906,-2743,2397,19112,29833,9,65553,0.0284700599936075,70.105003392908,NaN,NaN,NaN,0
-463,-2680,775,19036,32101,9,65437,0.0468033608169718,71.1808607246132,NaN,NaN,NaN,0
-857,-2627,2344,19008,29841,9,65577,0.0469688229539166,72.4202550293596,NaN,NaN,NaN,0
-896,-2649,2254,19024,30005,9,65471,0.0436605007030748,70.8159071604552,NaN,NaN,NaN,0
-889,-2681,2346,19092,29858,9,65594,0.0317477911579035,70.2182431830493,NaN,NaN,NaN,0
-460,-2680,812,19051,32011,9,65457,0.047459804207883,71.0259198624097,NaN,NaN,NaN,0
-931,-2711,2487,19073,29600,9,65436,0.0476403516799495,71.580779135783,NaN,NaN,NaN,0
-904,-2821,2350,19177,29901,9,65505,0.0226901759251408,69.7512214017575,NaN,NaN,NaN,0
-917,-2620,2350,19019,29860,9,65524,0.0419903232053403,70.7147423981284,NaN,NaN,NaN,0
-922,-2731,2214,19156,30186,9,65620,0.0212409317266983,69.6764603058867,NaN,NaN,NaN,0
-497,-2825,857,19186,32087,9,65529,0.0151562856438432,69.3717297967364,NaN,NaN,NaN,0
-490,-2703,696,19130,32385,9,65651,0.0220638645881765,69.7054372120931,NaN,NaN,NaN,0
-936,-2711,2334,19141,29985,9,65641,0.022369131616404,69.7187846980027,NaN,NaN,NaN,0
-901,-2715,2438,19097,29701,9,65539,0.037587932565098,70.4796660977552,NaN,NaN,NaN,0
-905,-2647,2413,19015,29745,9,65497,0.0484984437359127,72.4211822995342,NaN,NaN,NaN,0
-931,-2752,2378,19135,29951,9,65611,0.0188406760292227,69.5162410219811,NaN,NaN,NaN,0
-448,-2671,826,19064,32010,9,65552,0.0400255568630098,70.5728029238694,NaN,NaN,NaN,0
-459,-2750,836,19157,32073,9,65641,0.0189664645962938,69.5080790967317,NaN,NaN,NaN,0
-412,-2659,712,19035,32145,9,65497,0.0491864206269651,72.4205464495351,NaN,NaN,NaN,0
-918,-2642,2350,19010,29842,9,65442,0.0493771882419671,71.7141218265664,NaN,NaN,NaN,0
-411,-2704,740,19061,32095,9,65467,0.0494376892723762,72.4205188251572,NaN,NaN,NaN,0
-441,-2668,899,19044,31859,9,65527,0.0496046042947342,72.3085635192777,NaN,NaN,NaN,0
-934,-2746,2385,19087,29852,9,65436,0.0359397848922377,70.3149132949096,NaN,NaN,NaN,0
-914,-2671,2406,19067,29851,9,65627,0.026604111535774,69.8458155639828,NaN,NaN,NaN,0
-525,-2818,855,19182,32052,9,65440,0.0212903908135554,69.5723575168451,NaN,NaN,NaN,0
-492,-2784,837,19127,32075,9,65451,0.0297930052683423,69.9952477938064,NaN,NaN,NaN,0
-871,-2761,2330,19118,29872,9,65504,0.0361030316037615,70.309323164686,NaN,NaN,NaN,0
792,-2850,-3744,19197,38685,9,65475,0.0144320268444013,69.2242647683495,NaN,NaN,NaN,0
-942,-2727,2533,19105,29653,9,65591,0.0261599142205231,69.8038616735186,NaN,NaN,NaN,0
-907,-2599,2519,18999,29553,9,65577,0.0505862995986361,72.4242961129756,NaN,NaN,NaN,0
-905,-2791,2215,19186,30123,9,65533,0.014439988089489,69.1874700096602,NaN,NaN,NaN,0
-463,-2760,758,19139,32159,9,65507,0.0273769789165001,69.8255576595274,NaN,NaN,NaN,0
-906,-2704,2481,19052,29607,9,65453,0.0512382208802614,72.1847745290423,NaN,NaN,NaN,0
-501,-2763,835,19129,32133,9,65533,0.0198108465323853,69.3903056759789,NaN,NaN,NaN,0
-898,-2737,2499,19113,29628,9,65582,0.0337882727767721,70.0841571273895,NaN,NaN,NaN,0
-892,-2639,2509,19013,29564,9,65546,0.0521656657846546,72.4256530131282,NaN,NaN,NaN,0
-543,-2810,754,19185,32261,9,65433,0.0152521743200606,69.1517735421709,NaN,NaN,NaN,0
-458,-2709,897,19061,31854,9,65436,0.0523047137446285,71.7768576982667,NaN,NaN,NaN,0
-424,-2749,758,19134,32186,9,65624,0.0222017004758601,69.4824369713366,NaN,NaN,NaN,0
-947,-2738,2401,19112,29776,9,65432,0.0360710002740464,70.1752440706464,NaN,NaN,NaN,0
-497,-2720,690,19118,32335,9,65517,0.0192266772050871,69.3107159830691,NaN,NaN,NaN,0
-863,-2650,2468,19023,29602,9,65558,0.0531450278053856,71.5231352607088,NaN,NaN,NaN,0
-522,-2670,850,19067,32075,9,65525,0.0287157090800544,69.7697504796578,NaN,NaN,NaN,0
-974,-2692,2494,19094,29685,9,65529,0.0292040710653108,69.7865827592236,NaN,NaN,NaN,0
-455,-2777,809,19134,32087,9,65509,0.0297605910005417,69.7995778729299,NaN,NaN,NaN,0
-847,-2636,2319,19028,29915,9,65643,0.0380705749818482,70.2136778054001,NaN,NaN,NaN,0
-516,-2778,593,19183,32578,9,65542,0.0155697508821379,69.0872057444795,NaN,NaN,NaN,0
-427,-2647,708,19009,32174,9,65460,0.0516267503912,70.8832980267205,NaN,NaN,NaN,0
-876,-2710,2262,19076,30037,9,65541,0.0320451701448339,69.900802707093,NaN,NaN,NaN,0
-472,-2768,686,19140,32279,9,65451,0.0270404098932586,69.639954152768,NaN,NaN,NaN,0
-895,-2755,2267,19124,30077,9,65559,0.0204434011580166,69.2994024463148,NaN,NaN,NaN,0
-959,-2682,2335,19086,29972,9,65532,0.023273950067386,69.4006427753763,NaN,NaN,NaN,0
-454,-2685,829,19084,32119,9,65667,0.022250211509015,69.3484330277547,NaN,NaN,NaN,0
-987,-2718,2507,19143,29726,9,65616,0.0196625619323099,69.2129767494939,NaN,NaN,NaN,0
-955,-2688,2515,19048,29644,9,65484,0.0404729542602602,70.2380150904532,NaN,NaN,NaN,0
792,-2832,-3757,19195,38730,9,65526,0.00935125313386549,68.6693326539278,NaN,NaN,NaN,0
-903,-2625,2340,18994,29845,9,65457,0.0521839062635551,70.7964194696691,NaN,NaN,NaN,0
-911,-2770,2222,19190,30148,9,65610,0.0204709519410359,69.20693596691,NaN,NaN,NaN,0
-897,-2625,2397,19001,29712,9,65464,0.0563646513437508,72.4293040680119,NaN,NaN,NaN,0
-542,-2813,676,19209,32479,9,65539,0.0185977403377767,69.0957132678606,NaN,NaN,NaN,0
-469,-2707,853,19097,31993,9,65541,0.0341375806887496,69.8667991909185,NaN,NaN,NaN,0
-480,-2729,706,19094,32281,9,65463,0.029491632484604,69.6332316161235,NaN,NaN,NaN,0
-466,-2825,790,19195,32136,9,65524,0.0186217596400977,69.0851816784149,NaN,NaN,NaN,0
-882,-2689,2202,19101,30105,9,65569,0.0264814845275616,69.46458719398,NaN,NaN,NaN,0
-499,-2772,732,19173,32278,9,65546,0.0115153889402768,68.7111100883434,NaN,NaN,NaN,0
-438,-2714,637,19096,32323,9,65485,0.0336836448889551,69.7944432268939,NaN,NaN,NaN,0
-448,-2675,662,19094,32343,9,65609,0.0220744387360091,69.2095408946358,NaN,NaN,NaN,0
-877,-2650,2331,19003,29814,9,65428,0.0579922818263553,72.4306325391972,NaN,NaN,NaN,0
-556,-2800,676,19178,32436,9,65432,0.0153849185675271,68.861170363,NaN,NaN,NaN,0
-917,-2730,2325,19155,29964,9,65630,0.0205392358970491,69.1082157645198,NaN,NaN,NaN,0
-445,-2711,738,19082,32223,9,65551,0.030086011875369,69.5829925680329,NaN,NaN,NaN,0
-491,-2658,808,19087,32148,9,65640,0.0198886504341748,69.0531385489843,NaN,NaN,NaN,0
-469,-2628,858,19023,32009,9,65577,0.0392565534100792,70.0194666247647,NaN,NaN,NaN,0
-435,-2681,673,19111,32329,9,65665,0.0214120302629929,69.100227161584,NaN,NaN,NaN,0
-513,-2786,739,19169,32254,9,65472,0.0165388892211308,68.8382994513343,NaN,NaN,NaN,0
-485,-2861,752,19214,32200,9,65440,0.0183723440359889,68.9273524019764,NaN,NaN,NaN,0
-969,-2714,2491,19117,29682,9,65532,0.0271306761776558,69.3461634432982,NaN,NaN,NaN,0
-483,-2784,788,19184,32171,9,65581,0.0135211332796203,68.6481925249026,NaN,NaN,NaN,0
-517,-2811,916,19178,32029,9,65561,0.0120257991996689,68.5682967080285,NaN,NaN,NaN,0
-462,-2649,716,19033,32216,9,65492,0.0402221197094493,69.9655281015186,NaN,NaN,NaN,0
-531,-2698,814,19103,32161,9,65537,0.0196375065144102,68.9322620475725,NaN,NaN,NaN,0
-958,-2714,2497,19087,29607,9,65431,0.0427067425229462,70.0735312512146,NaN,NaN,NaN,0
-418,-2790,648,19144,32334,9,65502,0.0271037586066863,69.2767409026336,NaN,NaN,NaN,0
-896,-2674,2260,19081,30094,9,65636,0.019986511912526,68.9055405658521,NaN,NaN,NaN,0
-494,-2775,825,19158,32194,9,65622,0.018815730000266,68.8280128947,NaN,NaN,NaN,0
-510,-2687,750,19066,32201,9,65439,0.03396585444181,69.5820497144403,NaN,NaN,NaN,0
-487,-2753,782,19138,32141,9,65501,0.0252568800055611,69.1129369941699,NaN,NaN,NaN,0
-906,-2739,2530,19105,29565,9,65545,0.0384148644537119,69.7539535742081,NaN,NaN,NaN,0
-371,-2779,603,19131,32322,9,65490,0.0376040133825299,69.7114987415157,NaN,NaN,NaN,0
-949,-2699,2370,19083,29845,9,65455,0.0354576092056169,69.5771971342632,NaN,NaN,NaN,0
-877,-2690,2374,19059,29824,9,65556,0.0394281243659716,69.7460433523607,NaN,NaN,NaN,0
-427,-2704,841,19060,31962,9,65502,0.0476875662446302,70.130363639908,NaN,NaN,NaN,0
-451,-2741,581,19134,32463,9,65509,0.0210336629099833,68.79146609796,NaN,NaN,NaN,0
-509,-2742,804,19122,32191,9,65541,0.0177397097813237,68.6055787624833,NaN,NaN,NaN,0
-453,-2744,786,19111,32156,9,65556,0.0266952673374075,69.0521245063095,NaN,NaN,NaN,0
-498,-2782,659,19152,32425,9,65487,0.0131080382679753,68.3648964862888,NaN,NaN,NaN,0
-867,-2669,2420,19045,29664,9,65522,0.0516849265252057,70.2755686931526,NaN,NaN,NaN,0
-485,-2706,837,19069,32065,9,65495,0.0352370675613138,69.437603086366,NaN,NaN,NaN,0
843,-2724,-3743,19114,38643,9,65623,0.0222628608011,68.7640294309191,NaN,NaN,NaN,0
-479,-2666,772,19055,32125,9,65489,0.0384290553998402,69.5629755592486,NaN,NaN,NaN,0
-553,-2779,717,19208,32448,9,65634,0.027945958701825,69.0377070395849,NaN,NaN,NaN,0
-507,-2721,912,19121,32048,9,65658,0.0217674308619635,68.7081216232533,NaN,NaN,NaN,0
-520,-2850,666,19245,32439,9,65521,0.0162882417346541,68.3933016653137,NaN,NaN,NaN,0
-489,-2659,699,19081,32337,9,65601,0.0182694266928297,68.4815496619049,NaN,NaN,NaN,0
-484,-2714,875,19088,31940,9,65470,0.0403821506171829,69.5864448282239,NaN,NaN,NaN,0
-903,-2690,2390,19044,29812,9,65494,0.0425030416856205,69.6883980311685,NaN,NaN,NaN,0
-911,-2661,2284,19049,29949,9,65471,0.0409932940457705,69.6029759796143,NaN,NaN,NaN,0
-485,-2737,821,19157,32126,9,65638,0.0194373214443126,68.5242235850461,NaN,NaN,NaN,0
-437,-2747,754,19098,32153,9,65489,0.0363861051799932,69.3682079385965,NaN,NaN,NaN,0
-489,-2722,886,19092,32027,9,65561,0.0270288380701029,68.8999130838952,NaN,NaN,NaN,0
-467,-2761,815,19135,32054,9,65498,0.0310866649285097,69.1022665984542,NaN,NaN,NaN,0
772,-2843,-3767,19206,38755,9,65491,0.00784829207632692,67.9392607408883,NaN,NaN,NaN,0
-447,-2754,610,19155,32517,9,65645,0.0216475027945872,68.6280938438249,NaN,NaN,NaN,0
-955,-2645,2367,19080,29971,9,65665,0.02422031728071,68.7559892584702,NaN,NaN,NaN,0
-977,-2737,2456,19133,29863,9,65613,0.0200977901684534,68.5247248655744,NaN,NaN,NaN,0
-533,-2696,795,19130,32256,9,65648,0.0224320482206086,68.6290268963245,NaN,NaN,NaN,0
-907,-2704,2195,19138,30202,9,65646,0.0231934531067673,68.654762690882,NaN,NaN,NaN,0
-422,-2678,826,19022,31956,9,65452,0.0573246126673247,70.3493812364388,NaN,NaN,NaN,0
-477,-2680,711,19071,32240,9,65490,0.0332215679977064,69.1434894830947,NaN,NaN,NaN,0
-475,-2671,731,19092,32251,9,65605,0.0214620593725778,68.5501315179306,NaN,NaN,NaN,0
-531,-2700,873,19097,32084,9,65562,0.019751080798092,68.4586586441469,NaN,NaN,NaN,0
-920,-2672,2467,19058,29750,9,65616,0.0303003705673851,68.9814445961883,NaN,NaN,NaN,0
-428,-2774,813,19139,32034,9,65534,0.0332720751729866,69.1289106113022,NaN,NaN,NaN,0
-481,-2665,720,19044,32224,9,65460,0.0384220532994268,69.3728362278204,NaN,NaN,NaN,0
-944,-2708,2360,19080,29923,9,65499,0.0289083666047917,68.8928788808275,NaN,NaN,NaN,0
820,-2811,-3718,19186,38633,9,65587,0.0128081531090697,68.0638886903823,NaN,NaN,NaN,0
-925,-2721,2503,19119,29634,9,65586,0.0297504165901421,68.9096279068831,NaN,NaN,NaN,0
-441,-2765,749,19158,32179,9,65581,0.0216770260201972,68.4889124115419,NaN,NaN,NaN,0
-492,-2836,786,19204,32153,9,65477,0.0173595020871628,68.2712061164957,NaN,NaN,NaN,0
-499,-2735,679,19124,32337,9,65475,0.021635516699246,68.4792966414702,NaN,NaN,NaN,0
-897,-2678,2402,19060,29839,9,65613,0.030917980467876,68.9324339001747,NaN,NaN,NaN,0
-465,-2658,627,19070,32419,9,65567,0.0234532667587153,68.5202585096525,NaN,NaN,NaN,0
-932,-2780,2421,19156,29869,9,65599,0.0175192912720481,68.2182615948983,NaN,NaN,NaN,0
-401,-2705,766,19093,32136,9,65642,0.0307950242256386,68.8794204601356,NaN,NaN,NaN,0
-959,-2782,2306,19197,30044,9,65568,0.0175202807247795,68.1842056005392,NaN,NaN,NaN,0
-444,-2732,674,19120,32277,9,65513,0.0289826630663468,68.7477024077588,NaN,NaN,NaN,0
-905,-2777,2392,19167,29829,9,65583,0.0207423637373742,68.3302429958094,NaN,NaN,NaN,0
-994,-2821,2510,19238,29767,9,65633,0.0261769044426015,68.585839571322,NaN,NaN,NaN,0
-911,-2734,2358,19115,29961,9,65617,0.0182844271962428,68.1855209796841,NaN,NaN,NaN,0
-446,-2679,722,19080,32196,9,65550,0.033286383333587,68.9336055782188,NaN,NaN,NaN,0
-905,-2670,2321,19052,29955,9,65551,0.0330418505178554,68.9068876045869,NaN,NaN,NaN,0
-950,-2766,2280,19129,30088,9,65474,0.0186850470855954,68.1619424173233,NaN,NaN,NaN,0
-901,-2699,2335,19073,29948,9,65564,0.0295341657391127,68.7036003846021,NaN,NaN,NaN,0
-901,-2727,2418,19106,29727,9,65519,0.0374510888554199,69.0949493108935,NaN,NaN,NaN,0
-944,-2729,2461,19139,29727,9,65581,0.0227275584652349,68.3520207401903,NaN,NaN,NaN,0
827,-2783,-3757,19122,38629,9,65447,0.0329461167642815,68.8317086137625,NaN,NaN,NaN,0
-494,-2764,716,19167,32293,9,65543,0.012992184758674,67.8184382357957,NaN,NaN,NaN,0
-938,-2696,2461,19087,29667,9,65495,0.0389512676824624,69.1114924187777,NaN,NaN,NaN,0
-477,-2704,801,19130,32144,9,65644,0.0194581051413948,68.1322908923075,NaN,NaN,NaN,0
-868,-2610,2521,18955,29432,9,65428,0.0768214636822418,72.4509810192353,NaN,NaN,NaN,0
-978,-2610,2521,19028,29660,9,65582,0.033139244964418,68.8142190736403,NaN,NaN,NaN,0
-916,-2696,2451,19075,29654,9,65482,0.0447472029430436,69.3942854050585,NaN,NaN,NaN,0
-901,-2752,2475,19132,29706,9,65614,0.0256779659027752,68.4321142505036,NaN,NaN,NaN,0
763,-2796,-3710,19180,38679,9,65553,0.00696986226702794,67.4766734608626,NaN,NaN,NaN,0
778,-2853,-3814,19213,38842,9,65490,0.00796073198755209,67.5093688794079,NaN,NaN,NaN,0
-465,-2699,812,19064,32100,9,65524,0.0351915872318549,68.8667064334101,NaN,NaN,NaN,0
-906,-2697,2364,19086,29801,9,65495,0.0397825299480968,69.0915275655182,NaN,NaN,NaN,0
-932,-2686,2307,19082,29952,9,65494,0.0318923267377272,68.6835595340575,NaN,NaN,NaN,0
785,-2797,-3776,19174,38758,9,65530,0.010456287224621,67.6022833113294,NaN,NaN,NaN,0
-499,-2702,806,19107,32199,9,65623,0.0175007544751256,67.9501994484068,NaN,NaN,NaN,0
-462,-2768,807,19128,32041,9,65451,0.0367840208737036,68.9090449670499,NaN,NaN,NaN,0
-475,-2697,695,19084,32316,9,65530,0.0253221375724989,68.3349569366128,NaN,NaN,NaN,0
-531,-2692,768,19089,32227,9,65495,0.0227873184323836,68.2062508121243,NaN,NaN,NaN,0
-564,-2768,884,19160,32059,9,65483,0.0152204031685294,67.8234022266258,NaN,NaN,NaN,0
-884,-2691,2322,19083,29994,9,65654,0.021984308736823,68.1599847134486,NaN,NaN,NaN,0
-939,-2730,2291,19110,29967,9,65431,0.0320404412053658,68.6554747757083,NaN,NaN,NaN,0
-491,-2688,749,19102,32284,9,65628,0.0181172938658118,67.9463846721951,NaN,NaN,NaN,0
-460,-2629,771,19029,32107,9,65529,0.0419795644219735,69.1375530350572,NaN,NaN,NaN,0
-457,-2768,637,19155,32365,9,65499,0.0212447201490854,68.0933970442453,NaN,NaN,NaN,0
-467,-2728,646,19140,32466,9,65648,0.0218655128650504,68.1223412619807,NaN,NaN,NaN,0
-474,-2687,818,19078,32134,9,65604,0.0249497810455832,68.2760902174338,NaN,NaN,NaN,0
-475,-2647,710,19033,32236,9,65478,0.0390350696683801,68.9689580483227,NaN,NaN,NaN,0
779,-2825,-3784,19177,38746,9,65440,0.0166202817049863,67.8378787381631,NaN,NaN,NaN,0
-975,-2664,2371,19103,29990,9,65660,0.0251591765844441,68.2625779890523,NaN,NaN,NaN,0
-870,-2610,2467,18994,29656,9,65618,0.0486059886097651,69.4302872920416,NaN,NaN,NaN,0
-470,-2739,794,19101,32166,9,65538,0.0262726674676159,68.3095767759017,NaN,NaN,NaN,0
-908,-2764,2453,19140,29702,9,65544,0.0303744250850239,68.508556270869,NaN,NaN,NaN,0
-458,-2665,630,19062,32367,9,65505,0.0322400006436598,68.5990562343374,NaN,NaN,NaN,0
-874,-2704,2379,19078,29749,9,65507,0.0452500312289438,69.2401644234711,NaN,NaN,NaN,0
-533,-2752,810,19126,32191,9,65493,0.0177440145070379,67.8635367563273,NaN,NaN,NaN,0
-934,-2845,2338,19214,30029,9,65575,0.0186370241668023,67.9068719262476,NaN,NaN,NaN,0
822,-2796,-3757,19167,38717,9,65589,0.0122364112854575,67.5783546015698,NaN,NaN,NaN,0
-452,-2768,864,19130,31994,9,65542,0.0307697638675588,68.5026174058931,NaN,NaN,NaN,0
-531,-2757,816,19166,32250,9,65638,0.0225780219227297,68.0897734564017,NaN,NaN,NaN,0
-904,-2748,2408,19085,29752,9,65434,0.0440802074239221,69.1631856529264,NaN,NaN,NaN,0
-478,-2785,466,19191,32743,9,65531,0.0141369093565503,67.6587791030484,NaN,NaN,NaN,0
-880,-2730,2393,19103,29813,9,65585,0.0314593841605634,68.4995478061589,NaN,NaN,NaN,0
-911,-2700,2318,19061,29952,9,65488,0.0358307875583022,68.709798388405,NaN,NaN,NaN,0
-928,-2747,2427,19171,29815,9,65661,0.0242559111676454,68.1188018795987,NaN,NaN,NaN,0
-437,-2761,873,19142,31958,9,65592,0.0293012483439736,68.3623647488226,NaN,NaN,NaN,0
-849,-2745,2292,19083,29875,9,65437,0.0489884730423473,69.3326268968891,NaN,NaN,NaN,0
-493,-2736,837,19128,32049,9,65521,0.0269410939757198,68.2286425120758,NaN,NaN,NaN,0
-971,-2756,2191,19148,30239,9,65463,0.0114447976475155,67.4511475722196,NaN,NaN,NaN,0
-512,-2821,612,19225,32526,9,65534,0.0165552463590518,67.6786769532954,NaN,NaN,NaN,0
-491,-2664,846,19057,32006,9,65502,0.0390592209328808,68.7848901177408,NaN,NaN,NaN,0
-473,-2669,646,19084,32391,9,65567,0.0216118428629361,67.90934053932,NaN,NaN,NaN,0
-410,-2753,821,19115,31993,9,65539,0.0396137760393375,68.8007174518324,NaN,NaN,NaN,0
-461,-2634,761,19061,32173,9,65627,0.0281329299323643,68.1991663599041,NaN,NaN,NaN,0
-450,-2755,628,19128,32449,9,65551,0.0167588971375216,67.6194244064932,NaN,NaN,NaN,0
811,-2793,-3627,19156,38459,9,65553,0.0229737224504043,67.9249035146132,NaN,NaN,NaN,0
-959,-2713,2433,19128,29786,9,65564,0.021807286287906,67.8615391343201,NaN,NaN,NaN,0
-452,-2662,776,19029,32117,9,65499,0.0435358963371086,68.9429651262567,NaN,NaN,NaN,0
-887,-2661,2478,19033,29649,9,65575,0.0448420088817799,69.0054511440776,NaN,NaN,NaN,0
-497,-2825,805,19178,32196,9,65518,0.0131581042580145,67.4153346811986,NaN,NaN,NaN,0
-429,-2779,828,19164,32075,9,65643,0.019476009265396,67.7120753943283,NaN,NaN,NaN,0
-462,-2672,768,19061,32105,9,65495,0.0404776635682157,68.7504504743114,NaN,NaN,NaN,0
-986,-2722,2409,19106,29826,9,65440,0.028882049389774,68.1658298768592,NaN,NaN,NaN,0
-997,-2760,2489,19157,29713,9,65491,0.0205243553341358,67.7342150429992,NaN,NaN,NaN,0
-941,-2717,2356,19112,29868,9,65488,0.0300682514647825,68.2072692245556,NaN,NaN,NaN,0
-950,-2703,2314,19099,29967,9,65487,0.0272000964654264,68.0633874975384,NaN,NaN,NaN,0
-879,-2746,2378,19114,29834,9,65568,0.0309617742032705,68.2341109202333,NaN,NaN,NaN,0
-465,-2680,827,19086,32037,9,65573,0.0326731515300331,68.307717005047,NaN,NaN,NaN,0
