C0,C1,C2,C3,C4,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
836,-2707,-3759,19055,38588,9,65438,0.0452382926663994,67.2242962660616,NaN,NaN,NaN,0
-489,-2815,685,19220,32347,9,65549,0.0125411695657529,65.5816273671535,NaN,NaN,NaN,0
-510,-2735,773,19120,32149,9,65445,0.0290152020655766,66.3878427516707,NaN,NaN,NaN,0
-880,-2739,2473,19112,29677,9,65609,0.0323370981154444,66.5257504097145,NaN,NaN,NaN,0
-497,-2737,926,19152,31924,9,65612,0.0200660430624961,65.899724513002,NaN,NaN,NaN,0
816,-2838,-3779,19193,38772,9,65556,0.0085470560473078,65.3228634407178,NaN,NaN,NaN,0
-963,-2812,2470,19140,29760,9,65430,0.0275594564982856,66.2727813615848,NaN,NaN,NaN,0
-506,-2778,880,19147,32118,9,65604,0.0164588847552284,65.7171128380733,NaN,NaN,NaN,0
-489,-2762,649,19128,32438,9,65490,0.0164065910634551,65.7135832501282,NaN,NaN,NaN,0
-518,-2721,710,19137,32403,9,65619,0.019782306028062,65.8813917682502,NaN,NaN,NaN,0
-975,-2663,2491,19079,29683,9,65547,0.0301239136434694,66.3950280834839,NaN,NaN,NaN,0
-482,-2675,784,19105,32154,9,65618,0.0212396067305128,65.9499484455291,NaN,NaN,NaN,0
-917,-2682,2202,19106,30248,9,65666,0.0256976875064731,66.1685271780908,NaN,NaN,NaN,0
-469,-2775,658,19129,32411,9,65497,0.0187847970603732,65.8218311608529,NaN,NaN,NaN,0
-863,-2687,2334,19029,29846,9,65472,0.0509408067525834,67.4247857224073,NaN,NaN,NaN,0
763,-2806,-3828,19227,38946,9,65658,0.0220147711135583,65.9782519649973,NaN,NaN,NaN,0
-452,-2818,851,19188,32072,9,65610,0.0158748156826368,65.6704822245622,NaN,NaN,NaN,0
-968,-2660,2556,19063,29523,9,65505,0.0414755137721232,66.9502289251029,NaN,NaN,NaN,0
822,-2798,-4012,19167,39095,9,65453,0.0135292280991442,65.5474356284376,NaN,NaN,NaN,0
1432,-2812,-5983,19170,41884,9,65498,0.0167512848630517,65.7003847574584,NaN,NaN,NaN,0
-886,-2677,2565,19019,29425,9,65467,0.0623833101619244,67.9790163429937,NaN,NaN,NaN,0
781,-2804,-3705,19155,38577,9,65431,0.025753998096175,66.1461515503193,NaN,NaN,NaN,0
1466,-2902,-6021,19256,41958,9,65556,0.00474151207288691,65.0892075303264,NaN,NaN,NaN,0
1500,-2843,-6276,19205,42342,9,65514,0.00858474256302663,65.2700650245039,NaN,NaN,NaN,0
-457,-2740,593,19124,32530,9,65570,0.0124569833513366,65.4580261055239,NaN,NaN,NaN,0
1445,-2748,-5858,19137,41682,9,65634,0.0179607507312397,65.7303700026869,NaN,NaN,NaN,0
803,-2709,-3749,19097,38655,9,65539,0.0256824803389512,66.1147017657666,NaN,NaN,NaN,0
-534,-2716,777,19083,32207,9,65427,0.0282292138866824,66.2360740383049,NaN,NaN,NaN,0
-468,-2673,939,19022,31864,9,65504,0.0480786548578356,67.2269752651034,NaN,NaN,NaN,0
-471,-2748,775,19167,32167,9,65613,0.0162667842165624,65.6329589790489,NaN,NaN,NaN,0
-909,-2653,2390,19086,29794,9,65622,0.0301131838404113,66.3199219740321,NaN,NaN,NaN,0
-502,-2661,813,19094,32130,9,65618,0.0203331532253005,65.8308267732094,NaN,NaN,NaN,0
1394,-2887,-5927,19250,41909,9,65569,0.010338327025928,65.3283374115209,NaN,NaN,NaN,0
1499,-2890,-6227,19225,42261,9,65475,0.0121079609872432,65.4040750199397,NaN,NaN,NaN,0
843,-2804,-3871,19211,38907,9,65665,0.0197824432020913,65.7860156307769,NaN,NaN,NaN,0
-948,-2780,2485,19125,29736,9,65500,0.0268057339596954,66.1342318381864,NaN,NaN,NaN,0
-921,-2781,2466,19166,29803,9,65663,0.0246734833607764,66.0212141374684,NaN,NaN,NaN,0
806,-2776,-3741,19116,38632,9,65442,0.0307733714841879,66.325640726686,NaN,NaN,NaN,0
-910,-2684,2360,19056,29916,9,65560,0.0313930868062307,66.3414023813675,NaN,NaN,NaN,0
-499,-2765,853,19190,32083,9,65641,0.0207576300054859,65.8094739219198,NaN,NaN,NaN,0
1487,-2879,-6117,19221,42080,9,65504,0.0114900371539415,65.3407080129042,NaN,NaN,NaN,0
-887,-2763,2290,19145,30081,9,65651,0.023222655108154,65.920017821782,NaN,NaN,NaN,0
-484,-2635,765,19078,32206,9,65654,0.0200187305188887,65.7585591665017,NaN,NaN,NaN,0
-966,-2662,2413,19052,29773,9,65447,0.0399568263793764,66.7545079833513,NaN,NaN,NaN,0
760,-2790,-3760,19162,38751,9,65495,0.0112152802931521,65.3019506238312,NaN,NaN,NaN,0
-457,-2682,807,19070,32160,9,65636,0.0244114532561803,65.956680050217,NaN,NaN,NaN,0
-860,-2668,2481,19008,29537,9,65459,0.0649493070709347,67.9803139009547,NaN,NaN,NaN,0
-556,-2807,629,19220,32558,9,65530,0.0214037482749974,65.8020436893442,NaN,NaN,NaN,0
1421,-2782,-5857,19130,41658,9,65482,0.0278107364754243,66.1155128216715,NaN,NaN,NaN,0
1525,-2778,-6265,19172,42329,9,65637,0.0140025487292376,65.4103226440339,NaN,NaN,NaN,0
1473,-2896,-6142,19226,42109,9,65431,0.0171155276246911,65.5654439180041,NaN,NaN,NaN,0
-530,-2730,605,19165,32596,9,65616,0.0228977114667433,65.851957861602,NaN,NaN,NaN,0
-447,-2653,713,19063,32311,9,65663,0.0209555596931505,65.7532791757029,NaN,NaN,NaN,0
756,-2805,-3686,19179,38605,9,65493,0.0135311756431816,65.3815377815994,NaN,NaN,NaN,0
1410,-2923,-6117,19303,42242,9,65588,0.0239941302024899,65.8966096755613,NaN,NaN,NaN,0
1511,-2878,-6266,19232,42316,9,65514,0.00801913883390427,65.0939274297294,NaN,NaN,NaN,0
-422,-2753,634,19118,32436,9,65590,0.0184039972002832,65.6020419454402,NaN,NaN,NaN,0
1397,-2821,-5784,19166,41596,9,65512,0.0184683667580607,65.5970983123216,NaN,NaN,NaN,0
835,-2754,-3764,19109,38611,9,65463,0.0359203858061399,66.4647843737773,NaN,NaN,NaN,0
-943,-2735,2305,19171,30025,9,65621,0.0212711795785054,65.7302554930439,NaN,NaN,NaN,0
1367,-2825,-5763,19197,41631,9,65583,0.00817027323759254,65.0703478883904,NaN,NaN,NaN,0
793,-2739,-3753,19155,38734,9,65646,0.0169637541344263,65.508894070337,NaN,NaN,NaN,0
1431,-2924,-6123,19251,42158,9,65428,0.016256085888369,65.4733890344799,NaN,NaN,NaN,0
802,-2810,-3772,19173,38771,9,65557,0.00920129560168879,65.117383556724,NaN,NaN,NaN,0
-480,-2779,699,19172,32272,9,65496,0.0192281709546046,65.6180056863248,NaN,NaN,NaN,0
-447,-2735,741,19086,32236,9,65526,0.0299092781549844,66.1518931654478,NaN,NaN,NaN,0
-485,-2600,770,19008,32136,9,65522,0.0408307537656226,66.6967342314596,NaN,NaN,NaN,0
-891,-2648,2339,19025,29916,9,65566,0.0379015733178499,66.5431708889145,NaN,NaN,NaN,0
-832,-2663,2357,19017,29763,9,65521,0.0559998073651772,67.442298012072,NaN,NaN,NaN,0
-513,-2739,764,19122,32287,9,65555,0.0128822122201728,65.2783996774211,NaN,NaN,NaN,0
-926,-2783,2399,19130,29872,9,65512,0.0243576212530352,65.8519194593038,NaN,NaN,NaN,0
-877,-2557,2363,18973,29861,9,65665,0.0411061652709459,66.6746289636777,NaN,NaN,NaN,0
-503,-2698,711,19103,32277,9,65503,0.0237891720873111,65.7964634274435,NaN,NaN,NaN,0
-459,-2628,880,19018,31872,9,65494,0.053701022653757,67.2903505020435,NaN,NaN,NaN,0
-914,-2768,2471,19125,29628,9,65456,0.040912368761304,66.6484183274842,NaN,NaN,NaN,0
-978,-2760,2347,19207,30036,9,65668,0.0302243308133792,66.11275999221,NaN,NaN,NaN,0
-910,-2782,2463,19156,29772,9,65626,0.019290595288354,65.5646948544496,NaN,NaN,NaN,0
-883,-2714,2386,19047,29768,9,65440,0.0505953657300525,67.1289691019359,NaN,NaN,NaN,0
870,-2835,-3851,19168,38731,9,65435,0.0318469469683921,66.191137278724,NaN,NaN,NaN,0
-452,-2722,694,19143,32276,9,65602,0.0185617462842071,65.5192750701038,NaN,NaN,NaN,0
-955,-2701,2259,19083,30116,9,65488,0.0224614599455997,65.7081454302364,NaN,NaN,NaN,0
1422,-2775,-5802,19125,41552,9,65492,0.0310944845333827,66.1394157638723,NaN,NaN,NaN,0
-410,-2690,809,19050,32036,9,65554,0.04437750349101,66.7986427143924,NaN,NaN,NaN,0
-993,-2724,2538,19165,29670,9,65642,0.0230909586627565,65.7327830273888,NaN,NaN,NaN,0
779,-2789,-3920,19170,38995,9,65475,0.00996453521964404,65.0737223579447,NaN,NaN,NaN,0
1475,-2930,-6103,19271,42081,9,65507,0.00659867852467037,64.904533529549,NaN,NaN,NaN,0
1451,-2849,-6113,19212,42142,9,65544,0.00362798210460749,64.7554803659934,NaN,NaN,NaN,0
-539,-2699,852,19096,32147,9,65567,0.0160951710582405,65.3737569531465,NaN,NaN,NaN,0
-901,-2677,2465,19087,29644,9,65592,0.0373642328087948,66.4313800638936,NaN,NaN,NaN,0
-945,-2806,2392,19149,29920,9,65500,0.0184289636047024,65.4807061379741,NaN,NaN,NaN,0
-522,-2754,819,19150,32243,9,65629,0.02075980944463,65.5949032528826,NaN,NaN,NaN,0
-960,-2759,2242,19139,30201,9,65525,0.0127083421212142,65.1915901846551,NaN,NaN,NaN,0
782,-2786,-3805,19183,38815,9,65563,0.00715117264987746,64.9135275776576,NaN,NaN,NaN,0
1479,-2833,-6181,19231,42265,9,65657,0.0178606082828981,65.4468255805391,NaN,NaN,NaN,0
-906,-2722,2460,19085,29613,9,65447,0.0487798109937471,66.9897279433483,NaN,NaN,NaN,0
-536,-2691,872,19087,32009,9,65473,0.0312681658111335,66.1104455998153,NaN,NaN,NaN,0
-547,-2694,838,19095,32099,9,65483,0.0250605470744379,65.7872460154276,NaN,NaN,NaN,0
1374,-2799,-5829,19185,41726,9,65588,0.00873142621645894,64.9704050891778,NaN,NaN,NaN,0
-473,-2724,707,19156,32298,9,65630,0.0187617736366871,65.4690308605018,NaN,NaN,NaN,0
-932,-2690,2353,19054,29923,9,65493,0.0339489582637814,66.2249436501207,NaN,NaN,NaN,0
-990,-2703,2413,19105,29938,9,65588,0.0172993278699672,65.3850607060069,NaN,NaN,NaN,0
751,-2863,-3889,19225,38996,9,65444,0.0139707790529578,65.2181184700109,NaN,NaN,NaN,0
-488,-2829,852,19212,32041,9,65535,0.0159485305260162,65.3162321025103,NaN,NaN,NaN,0
-881,-2731,2429,19063,29677,9,65437,0.0521313566005456,67.1228054200422,NaN,NaN,NaN,0
-918,-2709,2295,19103,30088,9,65630,0.0205432582920948,65.5417920535012,NaN,NaN,NaN,0
1476,-2939,-6237,19328,42411,9,65667,0.0293206711419549,65.9805984142727,NaN,NaN,NaN,0
-434,-2763,848,19167,32013,9,65649,0.0210650105092361,65.5642174156334,NaN,NaN,NaN,0
-488,-2725,732,19109,32318,9,65574,0.0156319645984435,65.2886879674887,NaN,NaN,NaN,0
-877,-2688,2426,19065,29776,9,65628,0.0336811001085135,66.1868944404169,NaN,NaN,NaN,0
860,-2747,-3703,19114,38502,9,65550,0.0350406021680527,66.2438656071646,NaN,NaN,NaN,0
-965,-2720,2369,19118,29865,9,65469,0.0277062454084703,65.8753922884981,NaN,NaN,NaN,0
-506,-2683,617,19131,32549,9,65667,0.0255719933070962,65.7616854791991,NaN,NaN,NaN,0
-893,-2682,2412,19052,29659,9,65437,0.0548435191685629,67.2209746693107,NaN,NaN,NaN,0
-916,-2620,2189,19060,30241,9,65667,0.0241336429360985,65.6834439963656,NaN,NaN,NaN,0
-927,-2667,2330,19073,29888,9,65506,0.0353369031545669,66.2406284773275,NaN,NaN,NaN,0
759,-2766,-3790,19166,38828,9,65566,0.00786400062008234,64.8650659613804,NaN,NaN,NaN,0
817,-2725,-3641,19073,38448,9,65496,0.0387527989484371,66.3977949394495,NaN,NaN,NaN,0
-429,-2601,750,18961,32091,9,65453,0.0602503915258672,67.4672439021655,NaN,NaN,NaN,0
-924,-2672,2071,19110,30451,9,65621,0.0220028325229353,65.5495239707961,NaN,NaN,NaN,0
1528,-2783,-6235,19167,42277,9,65631,0.0130375240255699,65.0982257154381,NaN,NaN,NaN,0
-916,-2668,2332,19061,29843,9,65461,0.0434895519014228,66.6177700069712,NaN,NaN,NaN,0
-882,-2785,2263,19113,30014,9,65432,0.0354603299737844,66.2161067151116,NaN,NaN,NaN,0
-465,-2689,583,19109,32562,9,65638,0.0202044025913667,65.4481084223103,NaN,NaN,NaN,0
-479,-2790,686,19143,32392,9,65512,0.014567785654869,65.1652990310246,NaN,NaN,NaN,0
1422,-2832,-5911,19215,41820,9,65608,0.0111307611061955,64.9919566565833,NaN,NaN,NaN,0
1529,-2758,-6153,19126,42096,9,65584,0.0229698031725474,65.580890960525,NaN,NaN,NaN,0
-473,-2668,738,19101,32224,9,65620,0.0209474899014586,65.4784888526108,NaN,NaN,NaN,0
-1042,-2752,2400,19144,29999,9,65499,0.0134316139931508,65.0997837539565,NaN,NaN,NaN,0
-468,-2659,776,19066,32103,9,65533,0.0365148150854704,66.2431868714284,NaN,NaN,NaN,0
-475,-2716,659,19114,32441,9,65605,0.016167974464214,65.223529430004,NaN,NaN,NaN,0
725,-2781,-3584,19138,38461,9,65457,0.0203759326229268,65.4250993040405,NaN,NaN,NaN,0
744,-2853,-3704,19246,38773,9,65639,0.021569373417836,65.4816385453485,NaN,NaN,NaN,0
1476,-2807,-6240,19190,42318,9,65556,0.00464170793569231,64.6325418623246,NaN,NaN,NaN,0
-437,-2723,628,19101,32449,9,65587,0.0188523556359626,65.3405282120578,NaN,NaN,NaN,0
1477,-2754,-5980,19119,41819,9,65543,0.0281429025771222,65.804752145991,NaN,NaN,NaN,0
1485,-2836,-6288,19198,42374,9,65492,0.00980584325925584,64.8843439617986,NaN,NaN,NaN,0
-926,-2709,2278,19082,30075,9,65525,0.0242108719717813,65.6004092676139,NaN,NaN,NaN,0
1517,-2787,-6177,19123,42096,9,65448,0.0325684063992293,66.0172115418949,NaN,NaN,NaN,0
774,-2837,-3729,19206,38663,9,65491,0.0111860942263357,64.9478751438302,NaN,NaN,NaN,0
-432,-2686,737,19097,32150,9,65582,0.0325132784262819,66.0141946447675,NaN,NaN,NaN,0
-926,-2712,2257,19120,30029,9,65507,0.0254461622061004,65.6582473493475,NaN,NaN,NaN,0
-504,-2723,820,19128,32082,9,65524,0.0247718985858676,65.6206711953679,NaN,NaN,NaN,0
782,-2763,-3714,19165,38711,9,65651,0.0179565622452115,65.2716506638604,NaN,NaN,NaN,0
890,-2805,-3948,19142,38919,9,65477,0.0282942171376857,65.7884508312558,NaN,NaN,NaN,0
-964,-2652,2405,19076,29934,9,65664,0.0242848124722649,65.5873093540944,NaN,NaN,NaN,0
776,-2734,-3639,19141,38527,9,65615,0.014042323932719,65.0735824728135,NaN,NaN,NaN,0
-979,-2660,2305,19064,30056,9,65516,0.021611609075126,65.4389103131279,NaN,NaN,NaN,0
787,-2695,-3740,19094,38670,9,65562,0.0215210689101572,65.4309899679483,NaN,NaN,NaN,0
1479,-2880,-6057,19265,42053,9,65667,0.0190203371242691,65.3018316913974,NaN,NaN,NaN,0
-943,-2739,2226,19100,30163,9,65451,0.023007499741385,65.498139637428,NaN,NaN,NaN,0
1466,-2807,-6144,19164,42124,9,65482,0.0167813569816567,65.1853974840786,NaN,NaN,NaN,0
786,-2779,-3878,19167,38948,9,65540,0.00522035828262936,64.6007394961363,NaN,NaN,NaN,0
-903,-2800,2414,19169,29851,9,65611,0.0181612125867004,65.2400953607393,NaN,NaN,NaN,0
1530,-2815,-6257,19151,42221,9,65439,0.0282204190316468,65.7369510071411,NaN,NaN,NaN,0
791,-2826,-3900,19219,38981,9,65549,0.0085370822729708,64.7476774433409,NaN,NaN,NaN,0
1415,-2757,-5807,19116,41571,9,65505,0.0298047976377096,65.808665419856,NaN,NaN,NaN,0
792,-2743,-3868,19124,38873,9,65483,0.0188106952024636,65.2573491222477,NaN,NaN,NaN,0
-497,-2682,704,19090,32281,9,65511,0.0255957938403228,65.5946998150283,NaN,NaN,NaN,0
-504,-2772,858,19130,32135,9,65559,0.0160012904027603,65.1125578822834,NaN,NaN,NaN,0
-436,-2833,690,19204,32370,9,65620,0.0189416999215591,65.2595229383761,NaN,NaN,NaN,0
-475,-2726,719,19122,32213,9,65493,0.0283786420914068,65.7282219356067,NaN,NaN,NaN,0
-920,-2620,2374,19059,29845,9,65631,0.0294927149261188,65.7832679665117,NaN,NaN,NaN,0
-896,-2711,2549,19073,29536,9,65566,0.042392423842529,66.4268817126328,NaN,NaN,NaN,0
1420,-2805,-5816,19199,41668,9,65664,0.0176881017530847,65.186328430359,NaN,NaN,NaN,0
-466,-2780,786,19161,32095,9,65497,0.0274435413835299,65.6710883752949,NaN,NaN,NaN,0
-506,-2642,1042,19027,31776,9,65618,0.0354899596871976,66.0728529520212,NaN,NaN,NaN,0
1470,-2850,-6271,19202,42345,9,65447,0.0138098393647415,64.987250368506,NaN,NaN,NaN,0
834,-2848,-3830,19185,38805,9,65487,0.0168511809628713,65.134482775393,NaN,NaN,NaN,0
-951,-2685,2423,19088,29900,9,65650,0.0224663185352006,65.4032014528348,NaN,NaN,NaN,0
-999,-2752,2419,19174,29868,9,65552,0.0149507051847506,65.026155214692,NaN,NaN,NaN,0
-948,-2659,2395,19065,29797,9,65503,0.0361253092561811,66.0832731741123,NaN,NaN,NaN,0
-884,-2713,2352,19077,29916,9,65580,0.0304897373842971,65.8010074041089,NaN,NaN,NaN,0
792,-2774,-3842,19158,38839,9,65507,0.0136833828893098,64.9585050165282,NaN,NaN,NaN,0
-928,-2755,2315,19143,30094,9,65644,0.0240064607586355,65.4721640772238,NaN,NaN,NaN,0
-466,-2838,789,19207,32229,9,65613,0.0184271591547815,65.1923854702642,NaN,NaN,NaN,0
-533,-2728,729,19136,32293,9,65501,0.014967649943134,65.011872665463,NaN,NaN,NaN,0
-508,-2744,694,19159,32334,9,65536,0.0119623023327964,64.8545066108889,NaN,NaN,NaN,0
-523,-2732,545,19128,32610,9,65446,0.0135317674023524,64.9210326957266,NaN,NaN,NaN,0
1500,-2945,-6200,19276,42207,9,65469,0.0108888927084783,64.7842346456806,NaN,NaN,NaN,0
-549,-2807,716,19211,32466,9,65608,0.0264646267707075,65.5620602677977,NaN,NaN,NaN,0
1512,-2858,-6230,19211,42292,9,65562,0.00517801971016455,64.4830218682371,NaN,NaN,NaN,0
-918,-2705,2324,19079,30005,9,65565,0.0241870223898341,65.431895138316,NaN,NaN,NaN,0
-504,-2668,732,19042,32236,9,65440,0.0362173275161408,66.028690273922,NaN,NaN,NaN,0
-867,-2774,2263,19164,29982,9,65554,0.0251795364050127,65.4674537555871,NaN,NaN,NaN,0
-508,-2713,746,19105,32308,9,65568,0.0144006129076164,64.9242929401576,NaN,NaN,NaN,0
-913,-2813,2329,19185,29897,9,65473,0.0247443554344756,65.4396692513899,NaN,NaN,NaN,0
-484,-2797,712,19157,32379,9,65555,0.0119285794562954,64.7986666283241,NaN,NaN,NaN,0
825,-2663,-3711,19051,38542,9,65546,0.0375963981552327,66.0677337528261,NaN,NaN,NaN,0
-923,-2679,2560,19024,29528,9,65492,0.0502921064676839,66.6978784288796,NaN,NaN,NaN,0
798,-2829,-3955,19193,39018,9,65432,0.0156501121433138,64.9539728024284,NaN,NaN,NaN,0
1361,-2786,-5834,19168,41719,9,65537,0.00876462379226676,64.6065049175382,NaN,NaN,NaN,0
-496,-2805,667,19198,32347,9,65475,0.0132683128910612,64.8258135483658,NaN,NaN,NaN,0
-942,-2738,2435,19122,29703,9,65457,0.0362461204251382,65.9746701774987,NaN,NaN,NaN,0
-935,-2661,2273,19085,30039,9,65563,0.0234721887511192,65.3273967938026,NaN,NaN,NaN,0
1503,-2897,-6173,19241,42152,9,65500,0.010578216994205,64.6815290255148,NaN,NaN,NaN,0
-956,-2719,2074,19139,30464,9,65540,0.0163949110938881,64.9722115687913,NaN,NaN,NaN,0
-874,-2721,2415,19089,29780,9,65598,0.0334926391192263,65.8244472368594,NaN,NaN,NaN,0
1419,-2846,-5931,19216,41833,9,65549,0.00664105045428465,64.4816533064796,NaN,NaN,NaN,0
795,-2727,-3801,19141,38825,9,65641,0.0164026447831254,64.969702057945,NaN,NaN,NaN,0
-1013,-2669,2422,19069,29894,9,65512,0.0208395340501193,65.1880046421266,NaN,NaN,NaN,0
808,-2812,-3776,19221,38777,9,65659,0.0193418603685068,65.1091072765706,NaN,NaN,NaN,0
-419,-2758,771,19124,32161,9,65597,0.0262922851204783,65.456129603671,NaN,NaN,NaN,0
-878,-2795,2357,19168,29925,9,65629,0.0197931950946762,65.1285982287389,NaN,NaN,NaN,0
781,-2831,-3920,19250,39088,9,65648,0.0243858617053805,65.3527686687875,NaN,NaN,NaN,0
-872,-2757,2258,19100,30040,9,65498,0.0323269806632836,65.7460472269354,NaN,NaN,NaN,0
782,-2722,-3753,19120,38724,9,65578,0.0142535364457971,64.8338108785088,NaN,NaN,NaN,0
-942,-2731,2431,19173,29805,9,65667,0.0252543343066774,65.3783690273685,NaN,NaN,NaN,0
-512,-2712,850,19069,32080,9,65470,0.0324819911837344,65.7393405103205,NaN,NaN,NaN,0
-511,-2704,944,19140,31917,9,65655,0.0207914957761235,65.1480022233876,NaN,NaN,NaN,0
-959,-2706,2294,19077,30053,9,65465,0.0260250941217059,65.4072555541719,NaN,NaN,NaN,0
-913,-2714,2408,19091,29894,9,65638,0.0200777446905728,65.1090607890943,NaN,NaN,NaN,0
-482,-2666,850,19077,31993,9,65551,0.0349678134135793,65.8519652715783,NaN,NaN,NaN,0
-914,-2724,2467,19124,29662,9,65568,0.0319498936724984,65.699446204064,NaN,NaN,NaN,0
-412,-2686,688,19102,32221,9,65605,0.0309391297744368,65.6471905005287,NaN,NaN,NaN,0
753,-2817,-3766,19199,38818,9,65556,0.00893268600506092,64.5443231433219,NaN,NaN,NaN,0
-527,-2801,702,19214,32358,9,65534,0.0134316981115563,64.7663823283649,NaN,NaN,NaN,0
-538,-2684,801,19117,32274,9,65666,0.0246587866000896,65.3271095215651,NaN,NaN,NaN,0
-915,-2704,2360,19102,29806,9,65492,0.0372177817901829,65.954924214337,NaN,NaN,NaN,0
-933,-2631,2343,19067,29920,9,65612,0.025737774241523,65.3793392227737,NaN,NaN,NaN,0
1476,-2816,-6233,19178,42271,9,65481,0.0130824984905373,64.7408149605089,NaN,NaN,NaN,0
-451,-2715,693,19096,32202,9,65448,0.0390511652521366,66.0382680109915,NaN,NaN,NaN,0
