C0,C1,C2,C3,C4,C5,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
565,133,-4204,-1572,20030,35612,11,65516,0.00856707455712747,72.3723662126719,527173,NaN,NaN,0
572,147,-4248,-1548,20057,35589,11,65549,0.00560020329312584,72.3694590683139,527781,NaN,NaN,0
555,130,-4217,-1549,20042,35552,11,65474,0.0103212897318786,72.3736786570896,526815,NaN,NaN,0
547,135,-4199,-1539,20041,35587,11,65557,0.00569946256650923,72.3646734460361,527764,NaN,NaN,0
560,138,-4252,-1575,20068,35604,11,65482,0.00913413803582458,72.3697879020238,527061,NaN,NaN,0
576,137,-4238,-1535,20051,35571,11,65553,0.00619028880131949,72.3701340685797,527664,NaN,NaN,0
557,124,-4240,-1549,20064,35620,11,65532,0.0056269223412182,72.3623955838851,527780,NaN,NaN,0
573,139,-4214,-1567,20035,35622,11,65554,0.0065149169477754,72.3704943850377,527599,NaN,NaN,0
555,152,-4239,-1516,20062,35497,11,65525,0.00781634419393015,71.9205910594088,527333,NaN,NaN,0
555,116,-4218,-1505,20059,35544,11,65558,0.00617660224225977,72.3625716238377,527669,NaN,NaN,0
565,80,-4257,-1476,20076,35531,11,65507,0.00669706736877958,72.3605818554099,527563,NaN,NaN,0
565,137,-4228,-1527,20049,35536,11,65528,0.00781180676307119,72.3716864687738,527335,NaN,NaN,0
565,172,-4229,-1593,20065,35616,11,65576,0.00736791156632437,71.4911006827735,527426,NaN,NaN,0
560,148,-4229,-1554,20066,35585,11,65567,0.00669194245965632,72.3658580452864,527565,NaN,NaN,0
569,130,-4206,-1476,20044,35447,11,65569,0.00829523688254228,72.1224926633671,527237,NaN,NaN,0
552,135,-4230,-1580,20051,35671,11,65527,0.00492695762882715,72.3630964974446,527927,NaN,NaN,0
551,150,-4259,-1533,20068,35549,11,65503,0.00635774402778148,71.9094105015025,527634,NaN,NaN,0
553,139,-4249,-1554,20062,35601,11,65503,0.00634308243449404,72.3667227811924,527638,NaN,NaN,0
563,151,-4210,-1571,20035,35620,11,65556,0.00606318098980138,72.3700614251771,527696,NaN,NaN,0
557,130,-4234,-1570,20071,35638,11,65546,0.00660166133241204,72.3615599138136,527586,NaN,NaN,0
552,142,-4228,-1515,20067,35527,11,65563,0.00634986309102814,72.3651160101224,527638,NaN,NaN,0
558,138,-4239,-1533,20048,35567,11,65511,0.00615870131260826,72.3697653809719,527678,NaN,NaN,0
561,155,-4251,-1573,20078,35620,11,65560,0.00595415840833808,72.3644754625791,527720,NaN,NaN,0
540,122,-4192,-1508,20022,35528,11,65496,0.00727829654955443,72.3699923688785,527449,NaN,NaN,0
549,163,-4179,-1716,20015,35808,11,65472,0.0105894255983731,71.070326058706,526772,NaN,NaN,0
552,152,-4235,-1578,20058,35650,11,65548,0.00463545353006379,72.3639482113422,527995,NaN,NaN,0
574,143,-4248,-1557,20064,35562,11,65514,0.00945091705419643,72.3732419530555,527009,NaN,NaN,0
586,144,-4237,-1578,20052,35628,11,65562,0.00715395118214185,72.3711847608688,527480,NaN,NaN,0
571,124,-4252,-1548,20078,35612,11,65558,0.00617355865641783,72.3622566125558,527681,NaN,NaN,0
553,135,-4240,-1541,20054,35610,11,65532,0.00425277567581219,71.5177741783665,528075,NaN,NaN,0
566,147,-4228,-1589,20049,35615,11,65505,0.00942424103102175,72.3731451418434,527016,NaN,NaN,0
562,131,-4253,-1543,20083,35592,11,65552,0.00634257233498917,72.3619860707712,527648,NaN,NaN,0
576,146,-4229,-1579,20047,35625,11,65547,0.00734055927066194,72.3712818510463,527444,NaN,NaN,0
561,133,-4234,-1561,20041,35625,11,65505,0.00610339530344953,71.8032733471422,527698,NaN,NaN,0
559,115,-4247,-1533,20071,35542,11,65472,0.0104399736860061,71.1099416336971,526810,NaN,NaN,0
565,138,-4242,-1562,20069,35623,11,65559,0.00590484576822967,72.3637955879384,527739,NaN,NaN,0
556,117,-4259,-1610,20086,35711,11,65491,0.00786866369110826,72.3591668472102,527337,NaN,NaN,0
565,149,-4219,-1576,20048,35585,11,65519,0.009755001567087,71.7921852048572,526952,NaN,NaN,0
555,145,-4227,-1556,20038,35614,11,65524,0.0050775807038242,72.0260832403408,527910,NaN,NaN,0
548,155,-4233,-1547,20053,35553,11,65505,0.0075842707649642,72.3712618593194,527397,NaN,NaN,0
559,119,-4229,-1569,20045,35651,11,65501,0.00660046128018179,72.0280046724553,527599,NaN,NaN,0
571,144,-4233,-1586,20046,35639,11,65523,0.00744717884775265,72.3711784119089,527426,NaN,NaN,0
539,119,-4209,-1572,20052,35623,11,65481,0.00921510141870037,72.3645554222359,527064,NaN,NaN,0
575,147,-4244,-1544,20063,35548,11,65542,0.00835419507343611,72.3723399711848,527241,NaN,NaN,0
573,121,-4252,-1567,20057,35626,11,65490,0.00808174209725891,72.369390184684,527297,NaN,NaN,0
565,134,-4234,-1548,20043,35596,11,65516,0.00646508105265617,72.3701097395013,527629,NaN,NaN,0
569,148,-4215,-1617,20040,35711,11,65561,0.00579681026907078,72.3668998585582,527766,NaN,NaN,0
576,129,-4247,-1548,20053,35586,11,65512,0.00774630469132519,72.3713987892738,527367,NaN,NaN,0
541,140,-4162,-1493,20014,35481,11,65561,0.00712193114196199,72.3714137951216,527495,NaN,NaN,0
551,161,-4211,-1550,20043,35560,11,65548,0.00688075223954712,72.370916746723,527545,NaN,NaN,0
557,132,-4227,-1548,20036,35608,11,65508,0.00573330557189756,71.2944330644551,527780,NaN,NaN,0
554,149,-4216,-1545,20053,35574,11,65564,0.0062828436742883,72.3667638200933,527668,NaN,NaN,0
570,146,-4226,-1542,20056,35564,11,65572,0.00693844067802955,72.3691567176489,527534,NaN,NaN,0
556,145,-4224,-1539,20043,35589,11,65551,0.00467023363971734,72.3672401414438,528000,NaN,NaN,0
578,140,-4209,-1562,20039,35604,11,65576,0.00723503658488316,72.3706816344936,527476,NaN,NaN,0
556,112,-4216,-1546,20056,35618,11,65542,0.00667594812547896,72.361459011951,527591,NaN,NaN,0
554,128,-4217,-1526,20042,35517,11,65479,0.0101679688187515,72.3737957445489,526876,NaN,NaN,0
545,148,-4221,-1542,20039,35572,11,65510,0.00613636933788145,72.3697809775322,527702,NaN,NaN,0
538,128,-4221,-1542,20053,35585,11,65497,0.00710845426010733,72.3646123711142,527503,NaN,NaN,0
564,134,-4233,-1548,20051,35616,11,65552,0.00493246097064594,72.3653724289406,527949,NaN,NaN,0
558,126,-4258,-1558,20071,35623,11,65501,0.00658835993559219,72.3641274504401,527610,NaN,NaN,0
570,139,-4218,-1555,20038,35599,11,65547,0.00675149388035141,72.370698051171,527577,NaN,NaN,0
569,142,-4245,-1576,20047,35647,11,65521,0.00565778297474046,71.037592051483,527801,NaN,NaN,0
568,141,-4256,-1525,20069,35513,11,65507,0.00905568228814427,72.3727913897226,527106,NaN,NaN,0
557,137,-4220,-1546,20065,35582,11,65568,0.00702770007320916,72.3639450447845,527523,NaN,NaN,0
543,115,-4210,-1545,20042,35625,11,65515,0.00572014811391083,72.362040624861,527792,NaN,NaN,0
579,153,-4244,-1579,20060,35610,11,65548,0.00790025410370264,72.3718689853698,527347,NaN,NaN,0
558,141,-4220,-1556,20047,35616,11,65556,0.00539549142585087,72.365789712206,527861,NaN,NaN,0
567,142,-4253,-1578,20064,35594,11,65478,0.0101091502895735,72.3731822893033,526896,NaN,NaN,0
569,124,-4255,-1555,20056,35627,11,65505,0.00608903971236075,71.0607955002607,527720,NaN,NaN,0
560,160,-4277,-1534,20083,35521,11,65505,0.00784557775222083,71.3548383935576,527361,NaN,NaN,0
548,118,-4218,-1527,20043,35566,11,65494,0.00752567467618291,72.3672505581266,527428,NaN,NaN,0
533,129,-4204,-1599,20050,35689,11,65507,0.00695326365927956,72.3603882440275,527546,NaN,NaN,0
561,153,-4204,-1561,20035,35592,11,65560,0.00680331051534807,72.3709106828631,527577,NaN,NaN,0
562,133,-4255,-1562,20062,35620,11,65500,0.00674583320364741,72.3672669861603,527589,NaN,NaN,0
554,154,-4242,-1532,20055,35552,11,65530,0.00575776565952273,72.0131471612213,527793,NaN,NaN,0
571,118,-4232,-1594,20047,35656,11,65476,0.00993435911819527,71.2236816042365,526938,NaN,NaN,0
580,149,-4301,-1576,20107,35639,11,65557,0.00564742121112381,72.3628078961344,527816,NaN,NaN,0
562,138,-4214,-1535,20032,35585,11,65551,0.00519538686709958,72.0104033369769,527909,NaN,NaN,0
549,144,-4217,-1559,20045,35551,11,65475,0.0106358617787847,71.0170731398149,526795,NaN,NaN,0
577,133,-4259,-1541,20065,35555,11,65505,0.00888429969076435,72.3725447596889,527154,NaN,NaN,0
543,141,-4215,-1584,20045,35626,11,65486,0.00859169524978185,72.3686656651856,527214,NaN,NaN,0
577,131,-4229,-1548,20049,35563,11,65523,0.00944388206528068,71.5514283049081,527040,NaN,NaN,0
555,152,-4237,-1536,20075,35549,11,65567,0.00676639640048084,71.1925974324996,527589,NaN,NaN,0
569,137,-4203,-1576,20028,35650,11,65560,0.00553699580517767,70.977070866326,527747,NaN,NaN,0
567,155,-4223,-1557,20052,35562,11,65550,0.00840800311865605,72.3725045511598,527253,NaN,NaN,0
543,128,-4213,-1540,20045,35555,11,65481,0.00925322297609766,72.3695301719788,527081,NaN,NaN,0
557,145,-4229,-1578,20040,35634,11,65504,0.00673522585121992,72.3702376927839,527597,NaN,NaN,0
552,153,-4243,-1563,20055,35589,11,65497,0.00735469005951291,72.3706427405086,527471,NaN,NaN,0
566,135,-4261,-1541,20070,35538,11,65476,0.0100360482625263,72.3729204626156,526923,NaN,NaN,0
551,134,-4225,-1587,20049,35644,11,65488,0.00832526979725353,72.3678168268725,527274,NaN,NaN,0
558,137,-4236,-1563,20052,35646,11,65542,0.0044990442312685,72.0894120891033,528058,NaN,NaN,0
567,139,-4230,-1556,20046,35623,11,65555,0.00511596456139048,72.3669760392934,527932,NaN,NaN,0
558,127,-4201,-1571,20034,35661,11,65555,0.0054497352192423,71.3865593858154,527864,NaN,NaN,0
558,139,-4220,-1573,20044,35581,11,65477,0.0107877968065875,72.3743878680676,526771,NaN,NaN,0
566,161,-4260,-1569,20074,35614,11,65558,0.00546683496272225,72.3667301405931,527861,NaN,NaN,0
561,145,-4230,-1555,20052,35558,11,65504,0.00946799421296467,72.3732240472667,527043,NaN,NaN,0
561,128,-4232,-1575,20048,35625,11,65485,0.00873916960229352,72.369906048435,527193,NaN,NaN,0
552,126,-4224,-1564,20059,35639,11,65537,0.00629935669031132,72.3617633175459,527693,NaN,NaN,0
571,145,-4229,-1574,20066,35617,11,65575,0.00753817102564247,72.3664036785774,527440,NaN,NaN,0
567,132,-4237,-1551,20042,35608,11,65514,0.00629803404497508,71.5056679289834,527694,NaN,NaN,0
545,135,-4244,-1564,20068,35634,11,65514,0.00580116110207535,72.3618110387185,527796,NaN,NaN,0
549,122,-4218,-1547,20048,35569,11,65477,0.00978189106611988,72.3694695131372,526981,NaN,NaN,0
559,148,-4237,-1552,20050,35582,11,65518,0.00688844391865769,72.3705954471329,527574,NaN,NaN,0
576,129,-4230,-1560,20043,35602,11,65518,0.00833911314156594,72.3720937100868,527277,NaN,NaN,0
559,168,-4230,-1587,20048,35636,11,65552,0.00560490108308391,72.3695168204841,527837,NaN,NaN,0
552,129,-4246,-1562,20060,35645,11,65511,0.00526011569080199,72.3628138896265,527908,NaN,NaN,0
563,139,-4224,-1559,20058,35611,11,65565,0.00650507204191916,72.365218002938,527654,NaN,NaN,0
563,134,-4257,-1563,20086,35623,11,65549,0.00663127103561736,72.3615235730644,527629,NaN,NaN,0
565,136,-4252,-1546,20068,35610,11,65552,0.00506603404527297,72.3638539265478,527951,NaN,NaN,0
565,126,-4219,-1566,20051,35646,11,65560,0.00606394270535095,72.3635611143191,527747,NaN,NaN,0
549,138,-4234,-1564,20052,35617,11,65499,0.00686985581314826,72.3669902445352,527585,NaN,NaN,0
562,138,-4234,-1569,20064,35586,11,65508,0.00646591756308446,70.8232015690239,526945,NaN,NaN,0
559,115,-4215,-1566,20034,35638,11,65492,0.00780120686366936,72.198422329071,527396,NaN,NaN,0
532,135,-4201,-1449,20036,35405,11,65511,0.00756709320251386,72.3714547464769,527444,NaN,NaN,0
556,122,-4250,-1569,20072,35623,11,65485,0.00870020397333378,72.3650175612297,527212,NaN,NaN,0
554,133,-4221,-1564,20049,35644,11,65546,0.00526344718677148,72.3631879807593,527916,NaN,NaN,0
566,154,-4236,-1548,20060,35542,11,65534,0.00890035995269873,72.3728818551236,527172,NaN,NaN,0
570,129,-4257,-1556,20059,35602,11,65492,0.00782280595145422,72.3700974780243,527393,NaN,NaN,0
548,158,-4259,-1572,20087,35618,11,65542,0.00594320529563338,72.362253598977,527778,NaN,NaN,0
573,149,-4235,-1552,20050,35592,11,65562,0.00605632842274517,72.3700728741236,527755,NaN,NaN,0
559,128,-4212,-1528,20039,35523,11,65495,0.0101579046610392,72.3739209436226,526915,NaN,NaN,0
562,145,-4215,-1565,20039,35627,11,65559,0.00555012816516383,72.3676587320834,527859,NaN,NaN,0
565,117,-4214,-1510,20049,35551,11,65565,0.00653873639469371,72.365302244126,527657,NaN,NaN,0
564,132,-4220,-1549,20043,35556,11,65496,0.0101464284156746,72.3738787182611,526919,NaN,NaN,0
559,147,-4264,-1552,20071,35567,11,65489,0.00821810843300571,72.3705725288575,527314,NaN,NaN,0
541,129,-4216,-1550,20045,35597,11,65495,0.00738481660357478,72.3661513594025,527485,NaN,NaN,0
567,144,-4246,-1548,20063,35541,11,65501,0.00998817476835243,72.3737264746179,526952,NaN,NaN,0
546,149,-4212,-1562,20040,35566,11,65488,0.0095119736478851,72.3731781334646,527051,NaN,NaN,0
567,153,-4250,-1552,20062,35570,11,65530,0.00739813033558872,72.3712176030867,527484,NaN,NaN,0
553,131,-4217,-1532,20060,35573,11,65563,0.00653891880145873,72.3631384027136,527660,NaN,NaN,0
585,145,-4242,-1532,20061,35543,11,65577,0.00749449657230046,72.3717257004703,527465,NaN,NaN,0
542,132,-4214,-1541,20047,35543,11,65475,0.0100523135556689,72.1141218478189,526942,NaN,NaN,0
564,179,-4194,-1637,20037,35684,11,65582,0.00787133868163764,72.3715226815205,527389,NaN,NaN,0
539,129,-4210,-1535,20054,35584,11,65538,0.00631042413504131,72.3619465799117,527709,NaN,NaN,0
569,145,-4231,-1533,20055,35529,11,65539,0.00873393992462599,72.3727567124129,527213,NaN,NaN,0
544,126,-4248,-1552,20075,35605,11,65495,0.00735716514829604,72.3621707566925,527495,NaN,NaN,0
565,151,-4225,-1563,20040,35620,11,65556,0.00525333712838638,72.3691814047799,527927,NaN,NaN,0
551,148,-4219,-1582,20035,35633,11,65499,0.0072172875441727,72.3706933000063,527526,NaN,NaN,0
557,148,-4218,-1550,20034,35605,11,65547,0.00490958755199214,72.3687705801722,528000,NaN,NaN,0
542,115,-4229,-1550,20063,35609,11,65491,0.00788081622206162,72.3620932909492,527392,NaN,NaN,0
556,143,-4220,-1597,20042,35625,11,65473,0.0104540950836527,72.3735097672147,526865,NaN,NaN,0
566,136,-4231,-1529,20060,35562,11,65566,0.00650998516066814,72.3664506199956,527673,NaN,NaN,0
561,130,-4225,-1523,20048,35510,11,65492,0.0103315606265011,72.3740659088705,526891,NaN,NaN,0
562,137,-4240,-1547,20056,35544,11,65480,0.0103514638410028,72.373940349665,526887,NaN,NaN,0
557,127,-4219,-1566,20045,35656,11,65544,0.00527495583251636,71.8778635225403,527928,NaN,NaN,0
572,131,-4198,-1568,20037,35627,11,65575,0.00742543678637577,71.0965166174837,527488,NaN,NaN,0
535,132,-4160,-1534,20002,35556,11,65506,0.00809459367562115,72.3719278674433,527351,NaN,NaN,0
543,124,-4199,-1527,20033,35525,11,65473,0.0103262272430972,72.3723402614283,526894,NaN,NaN,0
553,129,-4225,-1524,20063,35567,11,65559,0.00613428019547055,72.3626192907174,527754,NaN,NaN,0
548,145,-4185,-1543,20025,35547,11,65527,0.00877593656148493,72.372785515531,527213,NaN,NaN,0
563,130,-4264,-1567,20100,35621,11,65545,0.00779086699611302,70.9962454590236,527400,NaN,NaN,0
565,161,-4206,-1555,20049,35556,11,65584,0.00817696635412944,71.3858834750426,527337,NaN,NaN,0
565,152,-4243,-1547,20064,35534,11,65516,0.0096697072094869,71.0447697524574,527032,NaN,NaN,0
576,126,-4239,-1522,20071,35550,11,65574,0.00748734012490654,72.3658761174155,527479,NaN,NaN,0
542,151,-4224,-1539,20066,35567,11,65559,0.00606659599948621,72.3633582961012,527770,NaN,NaN,0
561,143,-4231,-1552,20046,35580,11,65514,0.00767304810266378,72.3713964933693,527441,NaN,NaN,0
543,150,-4241,-1529,20058,35533,11,65495,0.00741481858557858,72.3698589155552,527494,NaN,NaN,0
579,121,-4237,-1539,20058,35601,11,65565,0.00639923102169919,72.3657516970988,527703,NaN,NaN,0
553,131,-4224,-1510,20046,35495,11,65487,0.00961086281905003,72.3732839878613,527046,NaN,NaN,0
560,147,-4244,-1555,20059,35617,11,65551,0.00481648391675872,72.3653243359359,528028,NaN,NaN,0
550,161,-4218,-1564,20052,35600,11,65562,0.00602289065602097,72.366935246653,527781,NaN,NaN,0
540,139,-4234,-1530,20074,35561,11,65539,0.0064742731781676,72.3617363599244,527689,NaN,NaN,0
569,109,-4238,-1529,20050,35555,11,65477,0.00980348997680867,72.3714117578559,527011,NaN,NaN,0
560,126,-4242,-1547,20053,35593,11,65493,0.0076747561497054,72.3686062964306,527447,NaN,NaN,0
569,130,-4255,-1518,20058,35537,11,65505,0.00757786930705565,72.3711923843356,527467,NaN,NaN,0
541,159,-4226,-1682,20060,35781,11,65485,0.00869662396784743,72.3643527840367,527238,NaN,NaN,0
555,138,-4234,-1572,20045,35638,11,65502,0.00648497034696844,72.3679313444464,527691,NaN,NaN,0
568,142,-4268,-1584,20078,35595,11,65467,0.0111347382990584,71.0408424403883,526739,NaN,NaN,0
538,136,-4183,-1572,20019,35605,11,65481,0.00926707655997224,72.3714810272145,527122,NaN,NaN,0
541,160,-4221,-1556,20041,35582,11,65512,0.00643399320189968,71.2336601301199,527703,NaN,NaN,0
550,137,-4226,-1599,20048,35673,11,65493,0.00765812859396117,72.3665587995807,527453,NaN,NaN,0
580,138,-4277,-1557,20076,35632,11,65552,0.00485695402452504,72.293585603392,528027,NaN,NaN,0
568,136,-4236,-1550,20052,35560,11,65500,0.00969626256994865,72.3734073734888,527036,NaN,NaN,0
557,128,-4219,-1560,20044,35563,11,65463,0.0116659178518976,71.0612031931692,526633,NaN,NaN,0
558,154,-4237,-1577,20061,35639,11,65557,0.0055527065726208,72.3650887009046,527888,NaN,NaN,0
546,131,-4239,-1538,20063,35561,11,65487,0.0084475598588064,72.3671335699654,527296,NaN,NaN,0
564,138,-4222,-1560,20050,35622,11,65562,0.00608641548118368,72.3657852094711,527780,NaN,NaN,0
562,154,-4251,-1554,20056,35596,11,65530,0.00568307477864166,71.9195514484801,527863,NaN,NaN,0
548,133,-4226,-1566,20058,35640,11,65534,0.00602069317554458,72.3620398744978,527794,NaN,NaN,0
583,115,-4243,-1541,20048,35576,11,65500,0.00930257224649317,72.3729388699312,527124,NaN,NaN,0
564,139,-4239,-1555,20051,35630,11,65550,0.00467179805082179,71.3706131693661,528073,NaN,NaN,0
564,127,-4221,-1569,20041,35584,11,65468,0.0114256978907334,71.0739108528586,526690,NaN,NaN,0
550,142,-4193,-1545,20034,35536,11,65512,0.00963327004876675,70.9658892710546,526918,NaN,NaN,0
554,148,-4223,-1564,20044,35580,11,65498,0.00895690150623715,72.372640895197,527197,NaN,NaN,0
554,148,-4228,-1557,20063,35602,11,65562,0.00625971615425639,72.3643902982658,527750,NaN,NaN,0
549,151,-4228,-1538,20047,35548,11,65510,0.00750488147521013,72.3712309716229,527495,NaN,NaN,0
574,128,-4235,-1544,20046,35575,11,65513,0.00852567998828079,72.3722615475324,527286,NaN,NaN,0
549,152,-4208,-1587,20055,35644,11,65566,0.00680109405645647,72.3638646926763,527640,NaN,NaN,0
554,134,-4238,-1526,20064,35575,11,65551,0.00541082435152635,72.363173611425,527926,NaN,NaN,0
567,135,-4227,-1543,20048,35546,11,65506,0.00997196088338012,72.3737748235153,526993,NaN,NaN,0
556,135,-4235,-1548,20058,35616,11,65548,0.00520701982942078,72.3632911225109,527969,NaN,NaN,0
550,138,-4235,-1552,20046,35615,11,65509,0.00555074216189221,71.42552968578,527899,NaN,NaN,0
566,141,-4243,-1552,20051,35586,11,65512,0.0075227948441159,72.3711909209585,527496,NaN,NaN,0
566,118,-4216,-1566,20034,35598,11,65470,0.0108436514060746,71.4580014851698,526817,NaN,NaN,0
557,129,-4244,-1539,20063,35606,11,65538,0.00533439189442028,72.3628922934536,527946,NaN,NaN,0
553,124,-4234,-1553,20067,35621,11,65535,0.00662905935818372,72.3613213598696,527681,NaN,NaN,0
587,90,-4264,-1464,20082,35503,11,65565,0.00671693335201063,72.3626744396337,527665,NaN,NaN,0
566,121,-4230,-1557,20056,35642,11,65554,0.00585902896790844,72.3625883410418,527841,NaN,NaN,0
563,138,-4256,-1546,20057,35587,11,65499,0.00691961263891259,72.3697891617601,527624,NaN,NaN,0
547,139,-4235,-1554,20068,35610,11,65540,0.00614961783465428,72.3620450752313,527782,NaN,NaN,0
558,145,-4208,-1585,20035,35667,11,65557,0.00546367820153656,72.3661576414399,527923,NaN,NaN,0
563,129,-4249,-1566,20056,35630,11,65496,0.00727541106164508,72.3676615939249,527553,NaN,NaN,0
566,144,-4239,-1553,20044,35613,11,65537,0.00529236486915535,71.1829843906961,527960,NaN,NaN,0
554,139,-4232,-1565,20058,35639,11,65547,0.0054442585669669,72.3629767370899,527929,NaN,NaN,0
553,147,-4235,-1542,20045,35585,11,65521,0.00520464003382123,70.9783220947579,527890,NaN,NaN,0
561,130,-4214,-1560,20035,35581,11,65485,0.0101724631364363,72.373808741256,526962,NaN,NaN,0
569,132,-4224,-1542,20041,35568,11,65520,0.00846099491945743,72.3722842521205,527313,NaN,NaN,0
563,137,-4267,-1532,20075,35523,11,65475,0.0100745912539544,72.372356920651,526983,NaN,NaN,0
589,120,-4263,-1526,20066,35534,11,65506,0.0100675095696741,72.0102104218222,526985,NaN,NaN,0
574,141,-4246,-1644,20065,35772,11,65552,0.0059861064050644,71.9219784787429,527822,NaN,NaN,0
565,151,-4244,-1543,20060,35546,11,65524,0.0084551666082234,72.3723116185382,527319,NaN,NaN,0
562,124,-4212,-1562,20032,35586,11,65474,0.0106936658409468,72.3742462134151,526862,NaN,NaN,0
567,138,-4243,-1555,20047,35604,11,65512,0.00691310184766425,72.370532108734,527637,NaN,NaN,0
558,110,-4209,-1512,20044,35575,11,65557,0.00591726616955066,72.3628380113174,527841,NaN,NaN,0
576,144,-4230,-1554,20053,35560,11,65538,0.00961960577679061,72.3736570568911,527083,NaN,NaN,0
569,126,-4249,-1584,20062,35621,11,65469,0.0108605827010212,72.3258374752494,526829,NaN,NaN,0
557,144,-4255,-1562,20058,35623,11,65507,0.00582319795303544,71.1981571134114,527861,NaN,NaN,0
573,127,-4237,-1564,20048,35588,11,65482,0.0105262688880834,72.3740992876778,526898,NaN,NaN,0
